employee_id,date,calls_handled,avg_call_time,escalation_count,resolution_status
EMP105,2024-06-26,28,7.02,0,Resolved
EMP115,2024-04-17,56,4.48,5,Escalated
EMP122,2024-05-30,56,5.05,0,Resolved
EMP121,2024-01-09,42,6.79,6,Escalated
EMP139,2024-05-29,31,5.68,1,Resolved
EMP148,2024-02-18,41,4.36,0,Resolved
EMP108,2024-06-25,53,6.05,4,Escalated
EMP108,2024-03-22,51,7.69,3,Escalated
EMP127,2024-05-27,48,5.02,4,Escalated
EMP139,2024-05-08,49,6.9,2,Resolved
EMP109,2024-06-19,35,8.33,5,Escalated
EMP132,2024-03-24,52,7.33,5,Escalated
EMP127,2024-02-13,56,7.29,4,Escalated
EMP117,2024-01-20,50,7.11,0,Resolved
EMP147,2024-02-04,43,4.47,2,Resolved
EMP142,2024-01-12,40,7.54,1,Resolved
EMP123,2024-04-15,34,5.4,5,Escalated
EMP127,2024-03-18,41,5.4,5,Escalated
EMP147,2024-01-05,38,8.08,6,Escalated
EMP143,2024-02-08,36,4.8,6,Escalated
EMP131,2024-06-05,44,7.05,0,Resolved
EMP115,2024-04-28,38,6.68,0,Resolved
EMP105,2024-05-04,33,4.43,3,Escalated
EMP139,2024-03-18,34,5.25,1,Resolved
EMP117,2024-01-10,36,7.44,5,Escalated
EMP140,2024-02-26,48,5.71,4,Escalated
EMP122,2024-05-09,45,6.05,2,Resolved
EMP145,2024-04-07,28,6.3,2,Resolved
EMP144,2024-02-05,55,6.42,1,Resolved
EMP120,2024-05-21,59,5.91,0,Resolved
EMP113,2024-04-06,48,5.33,6,Escalated
EMP133,2024-06-01,31,7.4,1,Resolved
EMP128,2024-03-25,29,8.12,3,Escalated
EMP136,2024-02-13,37,4.19,0,Resolved
EMP127,2024-06-10,46,7.56,1,Resolved
EMP110,2024-05-02,48,4.87,0,Resolved
EMP136,2024-06-20,55,5.53,1,Resolved
EMP112,2024-04-15,57,6.18,0,Resolved
EMP150,2024-06-11,35,8.33,0,Resolved
EMP144,2024-03-26,58,5.07,3,Escalated
EMP134,2024-01-20,52,7.69,1,Resolved
EMP128,2024-05-26,53,5.45,3,Escalated
EMP114,2024-03-09,51,5.0,6,Escalated
EMP140,2024-04-25,52,4.96,0,Resolved
EMP116,2024-05-11,33,5.43,6,Escalated
EMP119,2024-05-24,37,7.07,2,Resolved
EMP120,2024-01-21,32,6.58,1,Resolved
EMP123,2024-01-18,25,8.17,5,Escalated
EMP121,2024-04-30,29,6.08,3,Escalated
EMP130,2024-01-25,58,6.56,0,Resolved
EMP127,2024-06-17,46,4.11,5,Escalated
EMP128,2024-06-05,42,6.7,3,Escalated
EMP102,2024-04-28,28,4.11,3,Escalated
EMP113,2024-01-03,44,7.89,3,Escalated
EMP107,2024-01-18,41,8.25,6,Escalated
EMP115,2024-02-10,30,5.15,6,Escalated
EMP130,2024-06-26,48,6.25,5,Escalated
EMP138,2024-04-04,25,5.76,0,Resolved
EMP102,2024-06-09,29,5.84,2,Resolved
EMP124,2024-03-29,59,6.28,2,Resolved
EMP138,2024-05-31,38,6.54,4,Escalated
EMP118,2024-05-02,58,7.08,6,Escalated
EMP139,2024-06-15,52,6.9,3,Escalated
EMP147,2024-01-09,25,7.22,0,Resolved
EMP122,2024-06-12,42,6.47,6,Escalated
EMP129,2024-06-02,32,6.24,0,Resolved
EMP109,2024-04-21,49,6.95,5,Escalated
EMP101,2024-02-21,44,7.74,1,Resolved
EMP103,2024-03-26,53,6.41,4,Escalated
EMP148,2024-05-16,37,5.98,1,Resolved
EMP149,2024-01-02,48,5.3,4,Escalated
EMP144,2024-03-26,49,7.76,4,Escalated
EMP122,2024-01-02,32,8.33,5,Escalated
EMP117,2024-02-24,33,5.09,1,Resolved
EMP101,2024-01-27,26,5.61,3,Escalated
EMP128,2024-06-09,51,6.66,4,Escalated
EMP147,2024-01-02,36,4.83,1,Resolved
EMP116,2024-02-04,33,4.63,3,Escalated
EMP123,2024-03-07,25,4.18,0,Resolved
EMP126,2024-05-18,43,6.19,2,Resolved
EMP124,2024-03-27,39,4.5,5,Escalated
EMP139,2024-06-07,42,5.86,6,Escalated
EMP113,2024-06-12,37,4.52,0,Resolved
EMP124,2024-01-08,41,7.47,2,Resolved
EMP136,2024-04-23,46,4.33,1,Resolved
EMP114,2024-06-29,43,6.41,1,Resolved
EMP108,2024-02-28,47,5.11,3,Escalated
EMP112,2024-03-29,25,6.08,0,Resolved
EMP102,2024-04-28,35,7.02,3,Escalated
EMP112,2024-02-03,27,6.66,2,Resolved
EMP129,2024-04-01,52,6.39,6,Escalated
EMP135,2024-03-27,34,5.0,5,Escalated
EMP138,2024-05-11,58,5.68,6,Escalated
EMP130,2024-06-15,59,6.7,1,Resolved
EMP125,2024-05-08,26,8.05,0,Resolved
EMP108,2024-02-15,40,5.08,3,Escalated
EMP143,2024-03-08,44,7.49,6,Escalated
EMP119,2024-01-22,38,5.82,0,Resolved
EMP108,2024-06-08,47,7.39,5,Escalated
EMP128,2024-05-13,55,5.11,6,Escalated
EMP112,2024-01-02,33,7.26,2,Resolved
EMP140,2024-03-18,43,6.49,6,Escalated
EMP120,2024-01-04,46,5.66,1,Resolved
EMP119,2024-04-30,25,7.28,1,Resolved
EMP144,2024-01-24,54,5.01,3,Escalated
EMP120,2024-01-08,43,5.13,4,Escalated
EMP125,2024-03-27,57,8.18,6,Escalated
EMP124,2024-04-01,42,5.66,5,Escalated
EMP122,2024-01-15,46,6.01,1,Resolved
EMP118,2024-01-04,39,8.14,2,Resolved
EMP147,2024-03-04,26,6.83,0,Resolved
EMP146,2024-01-13,28,7.26,4,Escalated
EMP107,2024-04-01,27,7.47,5,Escalated
EMP148,2024-06-25,58,6.7,0,Resolved
EMP123,2024-06-18,48,4.47,3,Escalated
EMP143,2024-06-15,59,6.19,2,Resolved
EMP110,2024-03-12,47,5.02,2,Resolved
EMP106,2024-03-18,41,7.77,3,Escalated
EMP105,2024-06-03,39,6.39,4,Escalated
EMP112,2024-05-03,59,6.21,2,Resolved
EMP125,2024-02-05,29,5.59,2,Resolved
EMP121,2024-02-20,38,4.59,4,Escalated
EMP114,2024-06-16,35,6.58,4,Escalated
EMP146,2024-04-03,40,6.71,2,Resolved
EMP122,2024-01-19,43,8.02,2,Resolved
EMP133,2024-02-09,39,5.56,0,Resolved
EMP104,2024-05-28,35,6.24,0,Resolved
EMP131,2024-03-22,52,5.94,6,Escalated
EMP144,2024-05-04,40,4.23,1,Resolved
EMP130,2024-06-22,57,6.55,6,Escalated
EMP150,2024-02-10,29,4.77,3,Escalated
EMP117,2024-04-01,54,5.7,0,Resolved
EMP141,2024-06-26,26,6.94,0,Resolved
EMP142,2024-05-19,52,6.78,3,Escalated
EMP139,2024-05-22,55,5.79,6,Escalated
EMP134,2024-06-02,33,4.28,5,Escalated
EMP123,2024-05-01,60,5.86,0,Resolved
EMP114,2024-06-28,25,8.14,1,Resolved
EMP119,2024-05-11,58,4.7,5,Escalated
EMP102,2024-01-31,55,7.27,5,Escalated
EMP130,2024-05-27,28,8.32,2,Resolved
EMP107,2024-01-09,48,7.42,3,Escalated
EMP102,2024-05-03,55,6.52,3,Escalated
EMP142,2024-05-14,27,5.24,4,Escalated
EMP109,2024-01-02,55,8.48,5,Escalated
EMP102,2024-03-16,54,7.54,6,Escalated
EMP126,2024-05-04,51,5.14,0,Resolved
EMP114,2024-03-29,43,7.1,3,Escalated
EMP146,2024-04-01,26,7.91,3,Escalated
EMP102,2024-04-09,32,5.5,5,Escalated
EMP119,2024-02-11,60,7.55,1,Resolved
EMP133,2024-05-14,44,8.23,0,Resolved
EMP139,2024-01-08,39,7.14,2,Resolved
EMP131,2024-01-26,41,4.81,3,Escalated
EMP111,2024-05-22,50,6.63,1,Resolved
EMP102,2024-02-22,34,6.42,4,Escalated
EMP117,2024-03-04,44,4.41,6,Escalated
EMP119,2024-01-07,35,7.88,3,Escalated
EMP146,2024-03-21,41,8.16,2,Resolved
EMP122,2024-06-10,45,4.46,2,Resolved
EMP124,2024-06-18,56,5.71,6,Escalated
EMP134,2024-02-09,25,4.15,5,Escalated
EMP131,2024-02-26,60,5.45,6,Escalated
EMP149,2024-04-07,55,6.09,4,Escalated
EMP141,2024-06-22,40,8.07,6,Escalated
EMP118,2024-05-07,32,7.94,1,Resolved
EMP125,2024-06-03,29,5.03,3,Escalated
EMP112,2024-03-28,31,5.19,4,Escalated
EMP106,2024-05-10,36,5.7,3,Escalated
EMP150,2024-03-16,35,6.27,5,Escalated
EMP146,2024-04-07,45,7.11,6,Escalated
EMP120,2024-04-18,28,5.65,3,Escalated
EMP142,2024-04-10,49,6.56,1,Resolved
EMP111,2024-06-11,35,6.35,2,Resolved
EMP126,2024-02-11,29,6.39,2,Resolved
EMP121,2024-01-10,45,6.39,4,Escalated
EMP114,2024-06-20,57,6.33,3,Escalated
EMP147,2024-03-15,38,6.94,6,Escalated
EMP121,2024-04-25,42,6.63,4,Escalated
EMP134,2024-06-11,59,6.72,6,Escalated
EMP114,2024-06-13,51,5.34,2,Resolved
EMP113,2024-01-09,35,7.15,5,Escalated
EMP127,2024-01-31,31,5.62,6,Escalated
EMP103,2024-05-08,48,5.03,0,Resolved
EMP135,2024-04-30,52,5.63,1,Resolved
EMP145,2024-02-20,48,6.26,4,Escalated
EMP118,2024-03-25,27,5.89,4,Escalated
EMP104,2024-06-15,26,6.89,4,Escalated
EMP104,2024-01-02,31,6.17,2,Resolved
EMP112,2024-06-03,57,6.08,2,Resolved
EMP146,2024-01-10,40,7.0,1,Resolved
EMP125,2024-05-26,29,8.39,6,Escalated
EMP149,2024-03-15,57,8.49,6,Escalated
EMP123,2024-04-04,25,5.77,5,Escalated
EMP118,2024-02-23,37,5.54,4,Escalated
EMP137,2024-05-01,49,7.92,4,Escalated
EMP140,2024-02-17,34,7.56,3,Escalated
EMP135,2024-01-20,30,6.58,1,Resolved
EMP146,2024-01-24,42,6.51,5,Escalated
EMP119,2024-05-18,33,7.85,5,Escalated
EMP117,2024-04-13,47,5.85,0,Resolved
EMP124,2024-02-20,54,7.18,3,Escalated
EMP146,2024-03-16,33,4.42,1,Resolved
EMP115,2024-02-26,56,5.05,6,Escalated
EMP109,2024-04-06,54,8.16,0,Resolved
EMP116,2024-06-08,50,7.83,6,Escalated
EMP122,2024-06-21,36,4.15,0,Resolved
EMP130,2024-05-17,34,6.48,2,Resolved
EMP119,2024-01-12,56,4.76,6,Escalated
EMP101,2024-05-11,28,8.03,5,Escalated
EMP103,2024-02-24,54,5.5,3,Escalated
EMP125,2024-02-22,26,6.63,3,Escalated
EMP143,2024-02-24,46,7.07,4,Escalated
EMP125,2024-04-20,48,6.72,0,Resolved
EMP115,2024-06-06,47,4.74,4,Escalated
EMP138,2024-05-17,51,7.55,2,Resolved
EMP118,2024-05-08,31,6.36,2,Resolved
EMP149,2024-03-17,30,5.58,2,Resolved
EMP150,2024-03-28,49,8.09,5,Escalated
EMP136,2024-04-04,56,6.55,2,Resolved
EMP106,2024-03-14,47,4.92,5,Escalated
EMP142,2024-05-08,57,6.13,0,Resolved
EMP145,2024-03-16,42,4.08,3,Escalated
EMP123,2024-05-14,60,6.93,3,Escalated
EMP102,2024-02-19,48,5.1,5,Escalated
EMP120,2024-02-27,35,7.79,2,Resolved
EMP140,2024-03-13,55,4.13,1,Resolved
EMP134,2024-04-10,27,7.14,4,Escalated
EMP109,2024-03-20,38,5.14,1,Resolved
EMP143,2024-06-21,55,5.95,1,Resolved
EMP139,2024-04-21,53,4.73,3,Escalated
EMP150,2024-01-31,58,7.09,0,Resolved
EMP119,2024-05-27,41,7.04,6,Escalated
EMP115,2024-05-19,34,8.4,0,Resolved
EMP133,2024-05-25,48,7.89,6,Escalated
EMP113,2024-03-21,44,6.92,3,Escalated
EMP111,2024-01-31,44,6.9,3,Escalated
EMP134,2024-05-27,33,7.23,3,Escalated
EMP116,2024-03-16,42,7.41,4,Escalated
EMP119,2024-01-12,28,7.97,1,Resolved
EMP124,2024-04-13,48,4.63,1,Resolved
EMP108,2024-06-01,37,7.94,1,Resolved
EMP147,2024-04-16,42,6.44,3,Escalated
EMP119,2024-04-11,40,5.95,3,Escalated
EMP131,2024-06-10,54,8.39,0,Resolved
EMP107,2024-01-26,27,8.25,5,Escalated
EMP144,2024-02-06,36,7.7,3,Escalated
EMP123,2024-02-21,31,7.09,1,Resolved
EMP137,2024-04-17,26,4.7,1,Resolved
EMP104,2024-03-27,26,7.12,4,Escalated
EMP147,2024-05-13,60,5.01,6,Escalated
EMP149,2024-04-17,48,5.7,6,Escalated
EMP121,2024-04-16,55,8.24,5,Escalated
EMP148,2024-05-24,40,8.35,4,Escalated
EMP133,2024-04-15,39,5.57,6,Escalated
EMP122,2024-05-07,32,6.71,3,Escalated
EMP126,2024-04-25,45,7.69,2,Resolved
EMP139,2024-03-29,45,5.33,1,Resolved
EMP146,2024-01-27,25,8.0,6,Escalated
EMP119,2024-05-11,33,8.13,3,Escalated
EMP133,2024-05-06,33,6.37,6,Escalated
EMP103,2024-02-24,50,4.54,4,Escalated
EMP114,2024-03-08,50,6.85,4,Escalated
EMP127,2024-03-11,50,7.4,0,Resolved
EMP116,2024-04-06,25,7.75,4,Escalated
EMP121,2024-02-22,29,4.97,4,Escalated
EMP117,2024-01-24,48,7.31,1,Resolved
EMP129,2024-03-16,59,4.65,1,Resolved
EMP106,2024-03-10,59,4.92,2,Resolved
EMP119,2024-05-03,26,5.55,5,Escalated
EMP115,2024-05-13,44,6.49,4,Escalated
EMP144,2024-04-14,50,6.83,5,Escalated
EMP116,2024-06-21,32,8.23,0,Resolved
EMP115,2024-03-26,48,6.12,1,Resolved
EMP141,2024-02-06,39,8.08,1,Resolved
EMP142,2024-02-20,45,5.46,6,Escalated
EMP110,2024-05-13,57,7.8,3,Escalated
EMP111,2024-01-27,40,7.22,3,Escalated
EMP107,2024-03-15,37,5.7,0,Resolved
EMP114,2024-05-27,51,5.82,1,Resolved
EMP128,2024-04-30,31,7.02,5,Escalated
EMP144,2024-03-14,55,5.62,4,Escalated
EMP144,2024-02-08,56,7.17,4,Escalated
EMP137,2024-02-21,43,4.15,2,Resolved
EMP122,2024-04-05,46,6.79,4,Escalated
EMP134,2024-06-02,38,6.96,4,Escalated
EMP136,2024-05-16,48,7.36,0,Resolved
EMP138,2024-05-09,30,4.08,4,Escalated
EMP127,2024-01-14,26,7.51,3,Escalated
EMP140,2024-03-20,25,5.75,2,Resolved
EMP129,2024-05-02,55,7.05,1,Resolved
EMP134,2024-04-15,33,7.26,6,Escalated
EMP105,2024-03-28,52,4.19,3,Escalated
EMP140,2024-02-08,27,4.45,2,Resolved
EMP114,2024-04-01,36,6.64,4,Escalated
EMP102,2024-01-13,29,5.71,4,Escalated
EMP133,2024-06-22,38,6.75,5,Escalated
EMP138,2024-01-03,52,6.85,0,Resolved
EMP139,2024-01-24,51,4.44,5,Escalated
EMP109,2024-06-26,57,4.84,5,Escalated
EMP142,2024-05-05,46,4.59,2,Resolved
EMP142,2024-05-03,30,5.33,3,Escalated
EMP122,2024-03-01,51,5.15,3,Escalated
EMP124,2024-06-11,38,5.4,5,Escalated
EMP120,2024-04-15,45,7.47,5,Escalated
EMP143,2024-03-13,52,6.21,5,Escalated
EMP114,2024-02-04,55,7.48,5,Escalated
EMP132,2024-05-22,27,7.37,4,Escalated
EMP105,2024-03-21,52,6.47,0,Resolved
EMP110,2024-03-22,29,4.02,1,Resolved
EMP128,2024-05-01,54,6.25,3,Escalated
EMP136,2024-06-15,35,5.37,3,Escalated
EMP106,2024-04-25,60,6.93,5,Escalated
EMP131,2024-04-04,48,7.85,1,Resolved
EMP137,2024-03-12,50,5.84,6,Escalated
EMP109,2024-01-28,55,4.18,6,Escalated
EMP144,2024-05-01,32,7.7,6,Escalated
EMP128,2024-03-02,32,7.58,4,Escalated
EMP133,2024-05-05,27,8.42,6,Escalated
EMP122,2024-03-23,59,5.14,4,Escalated
EMP107,2024-03-31,50,8.3,0,Resolved
EMP133,2024-05-23,47,5.82,2,Resolved
EMP143,2024-06-06,47,7.94,2,Resolved
EMP137,2024-04-17,47,6.53,3,Escalated
EMP146,2024-03-25,38,6.83,1,Resolved
EMP128,2024-02-02,35,5.95,0,Resolved
EMP145,2024-01-14,31,4.09,1,Resolved
EMP116,2024-01-09,43,8.11,0,Resolved
EMP148,2024-05-06,53,7.62,2,Resolved
EMP142,2024-05-30,41,5.58,2,Resolved
EMP135,2024-04-17,45,7.33,5,Escalated
EMP112,2024-06-14,34,5.54,2,Resolved
EMP114,2024-06-21,37,7.85,1,Resolved
EMP110,2024-02-02,26,7.52,1,Resolved
EMP132,2024-05-28,58,7.69,4,Escalated
EMP146,2024-06-17,36,4.02,0,Resolved
EMP146,2024-01-17,49,4.24,5,Escalated
EMP121,2024-01-15,45,6.32,1,Resolved
EMP112,2024-04-30,31,4.18,5,Escalated
EMP102,2024-03-22,42,6.03,0,Resolved
EMP116,2024-06-09,32,7.37,5,Escalated
EMP131,2024-01-08,49,6.5,5,Escalated
EMP132,2024-04-30,40,6.76,4,Escalated
EMP139,2024-06-13,29,5.12,4,Escalated
EMP109,2024-05-06,34,4.15,1,Resolved
EMP147,2024-02-06,37,6.93,6,Escalated
EMP148,2024-02-22,55,8.36,4,Escalated
EMP103,2024-03-23,31,8.2,5,Escalated
EMP109,2024-04-08,37,6.35,3,Escalated
EMP117,2024-05-26,31,4.22,5,Escalated
EMP134,2024-06-21,47,7.58,1,Resolved
EMP132,2024-05-15,50,5.99,3,Escalated
EMP144,2024-01-21,26,5.06,5,Escalated
EMP134,2024-01-22,50,4.04,2,Resolved
EMP129,2024-06-25,26,5.72,4,Escalated
EMP119,2024-05-17,35,6.48,2,Resolved
EMP142,2024-03-04,59,7.9,6,Escalated
EMP104,2024-02-23,31,6.07,0,Resolved
EMP113,2024-04-19,41,4.28,4,Escalated
EMP146,2024-01-12,31,6.83,0,Resolved
EMP139,2024-05-29,34,4.56,1,Resolved
EMP106,2024-03-13,39,5.76,6,Escalated
EMP125,2024-02-08,53,5.82,6,Escalated
EMP124,2024-02-08,55,4.77,0,Resolved
EMP129,2024-04-30,44,6.78,2,Resolved
EMP131,2024-01-17,53,5.74,5,Escalated
EMP129,2024-01-31,46,5.36,0,Resolved
EMP139,2024-02-24,36,7.71,3,Escalated
EMP144,2024-06-20,29,6.57,3,Escalated
EMP103,2024-01-08,60,7.19,5,Escalated
EMP115,2024-06-14,33,5.19,4,Escalated
EMP143,2024-05-30,45,7.49,3,Escalated
EMP142,2024-03-31,35,8.23,4,Escalated
EMP120,2024-01-17,41,4.61,0,Resolved
EMP134,2024-03-21,50,6.54,2,Resolved
EMP135,2024-05-13,42,6.24,2,Resolved
EMP140,2024-05-01,54,8.03,2,Resolved
EMP133,2024-01-24,50,7.07,4,Escalated
EMP137,2024-06-10,27,7.78,4,Escalated
EMP107,2024-06-24,46,7.42,1,Resolved
EMP135,2024-01-19,33,8.04,6,Escalated
EMP138,2024-01-01,59,6.22,6,Escalated
EMP144,2024-02-11,55,6.12,2,Resolved
EMP144,2024-04-23,53,5.93,5,Escalated
EMP108,2024-05-16,56,8.33,3,Escalated
EMP120,2024-06-22,31,5.55,5,Escalated
EMP142,2024-04-23,38,6.31,4,Escalated
EMP133,2024-01-24,48,5.78,2,Resolved
EMP138,2024-01-21,51,4.81,1,Resolved
EMP115,2024-06-20,57,5.16,3,Escalated
EMP114,2024-03-17,46,5.88,5,Escalated
EMP144,2024-04-10,40,6.05,1,Resolved
EMP124,2024-03-17,49,6.02,6,Escalated
EMP102,2024-06-26,54,7.25,0,Resolved
EMP113,2024-03-18,56,7.71,2,Resolved
EMP137,2024-02-06,26,6.15,5,Escalated
EMP129,2024-05-11,58,7.12,4,Escalated
EMP130,2024-01-28,38,5.3,1,Resolved
EMP147,2024-04-13,37,5.73,0,Resolved
EMP119,2024-06-23,57,4.18,2,Resolved
EMP133,2024-01-09,45,7.45,6,Escalated
EMP123,2024-05-24,34,6.33,2,Resolved
EMP130,2024-04-30,51,6.99,0,Resolved
EMP141,2024-02-25,41,4.98,1,Resolved
EMP103,2024-04-18,40,6.61,2,Resolved
EMP123,2024-04-02,38,4.79,0,Resolved
EMP132,2024-05-10,35,6.12,5,Escalated
EMP120,2024-03-12,52,5.03,1,Resolved
EMP119,2024-06-10,52,6.2,0,Resolved
EMP103,2024-03-13,47,4.16,0,Resolved
EMP140,2024-03-06,60,5.59,2,Resolved
EMP130,2024-04-19,46,4.96,1,Resolved
EMP101,2024-03-02,39,8.38,0,Resolved
EMP130,2024-01-23,39,8.04,3,Escalated
EMP107,2024-06-26,38,6.67,3,Escalated
EMP113,2024-05-10,34,6.26,5,Escalated
EMP113,2024-05-10,56,4.89,2,Resolved
EMP116,2024-02-12,44,5.0,0,Resolved
EMP105,2024-06-08,60,8.48,3,Escalated
EMP103,2024-04-26,35,8.37,5,Escalated
EMP117,2024-04-04,60,7.72,1,Resolved
EMP136,2024-05-02,39,6.65,0,Resolved
EMP121,2024-04-23,43,4.93,1,Resolved
EMP123,2024-06-05,44,4.39,6,Escalated
EMP105,2024-03-04,45,7.6,4,Escalated
EMP115,2024-02-04,40,4.94,2,Resolved
EMP110,2024-02-09,46,4.12,2,Resolved
EMP142,2024-03-15,31,7.03,0,Resolved
EMP110,2024-01-12,41,7.08,6,Escalated
EMP127,2024-04-05,32,8.45,3,Escalated
EMP112,2024-01-04,25,5.26,5,Escalated
EMP108,2024-02-28,52,5.84,0,Resolved
EMP142,2024-02-06,34,6.27,5,Escalated
EMP106,2024-01-24,57,5.34,4,Escalated
EMP105,2024-02-05,49,5.36,3,Escalated
EMP132,2024-01-02,29,4.13,0,Resolved
EMP141,2024-06-01,56,5.09,2,Resolved
EMP116,2024-05-26,55,4.65,3,Escalated
EMP126,2024-05-10,48,5.78,0,Resolved
EMP125,2024-05-13,38,7.32,3,Escalated
EMP128,2024-02-03,60,5.14,5,Escalated
EMP134,2024-02-23,33,8.19,4,Escalated
EMP149,2024-03-18,58,7.2,1,Resolved
EMP112,2024-01-15,36,6.76,0,Resolved
EMP123,2024-04-29,33,4.03,3,Escalated
EMP134,2024-03-31,57,4.68,1,Resolved
EMP130,2024-04-01,36,7.15,3,Escalated
EMP148,2024-06-14,52,8.28,5,Escalated
EMP116,2024-05-29,26,6.76,1,Resolved
EMP123,2024-01-29,41,4.99,1,Resolved
EMP144,2024-02-18,52,4.14,2,Resolved
EMP104,2024-04-24,35,4.97,3,Escalated
EMP103,2024-01-14,38,5.16,3,Escalated
EMP139,2024-04-13,27,4.64,5,Escalated
EMP121,2024-03-03,32,6.53,3,Escalated
EMP139,2024-04-23,32,4.59,4,Escalated
EMP133,2024-06-08,44,6.76,3,Escalated
EMP134,2024-03-10,43,7.58,1,Resolved
EMP106,2024-02-26,50,6.48,0,Resolved
EMP149,2024-01-08,37,7.08,2,Resolved
EMP101,2024-01-07,35,5.97,4,Escalated
EMP124,2024-04-29,34,7.88,0,Resolved
EMP127,2024-05-21,32,5.75,5,Escalated
EMP132,2024-05-10,28,7.45,4,Escalated
EMP136,2024-04-25,34,5.23,0,Resolved
EMP137,2024-02-04,27,4.01,4,Escalated
EMP106,2024-06-16,36,7.42,0,Resolved
EMP107,2024-04-05,33,7.0,1,Resolved
EMP125,2024-06-04,54,6.84,2,Resolved
EMP138,2024-06-25,53,7.57,4,Escalated
EMP144,2024-01-31,53,6.19,5,Escalated
EMP138,2024-02-16,39,7.18,5,Escalated
EMP124,2024-04-09,60,7.24,1,Resolved
EMP130,2024-02-11,31,6.13,4,Escalated
EMP133,2024-05-11,40,6.29,1,Resolved
EMP112,2024-05-09,52,5.98,0,Resolved
EMP121,2024-05-01,56,4.98,4,Escalated
EMP114,2024-04-13,30,6.29,3,Escalated
EMP131,2024-05-12,58,6.18,3,Escalated
EMP145,2024-05-22,37,4.74,3,Escalated
EMP132,2024-01-10,33,6.04,1,Resolved
EMP148,2024-02-15,48,6.66,3,Escalated
EMP105,2024-04-29,28,7.26,4,Escalated
EMP138,2024-06-12,43,8.32,5,Escalated
EMP149,2024-06-25,29,8.19,6,Escalated
EMP125,2024-04-12,43,6.23,2,Resolved
EMP124,2024-01-20,44,4.44,4,Escalated
EMP128,2024-05-23,53,8.5,4,Escalated
EMP111,2024-05-21,26,6.25,3,Escalated
EMP110,2024-05-09,35,6.25,3,Escalated
EMP137,2024-04-10,40,6.99,2,Resolved
EMP150,2024-03-23,38,5.8,1,Resolved
EMP121,2024-03-14,38,5.35,1,Resolved
EMP108,2024-01-26,45,7.46,6,Escalated
EMP129,2024-02-09,35,7.65,2,Resolved
EMP121,2024-03-22,53,7.14,4,Escalated
EMP101,2024-02-06,51,7.55,0,Resolved
EMP135,2024-03-22,26,5.77,5,Escalated
EMP115,2024-05-17,52,5.77,3,Escalated
EMP126,2024-03-08,30,6.99,6,Escalated
EMP122,2024-03-08,31,7.57,4,Escalated
EMP102,2024-05-02,51,6.7,2,Resolved
EMP125,2024-02-01,53,5.92,1,Resolved
EMP146,2024-05-19,30,7.95,6,Escalated
EMP125,2024-03-09,37,6.03,3,Escalated
EMP112,2024-01-30,33,6.26,5,Escalated
EMP139,2024-01-14,34,4.3,5,Escalated
EMP115,2024-04-29,58,4.6,3,Escalated
EMP108,2024-02-29,47,4.34,1,Resolved
EMP137,2024-05-26,30,7.62,6,Escalated
EMP123,2024-05-17,50,4.61,4,Escalated
EMP124,2024-03-05,34,6.68,5,Escalated
EMP131,2024-05-05,29,6.19,5,Escalated
EMP127,2024-02-25,56,7.27,3,Escalated
EMP110,2024-03-04,57,7.8,0,Resolved
EMP116,2024-06-19,60,6.97,3,Escalated
EMP148,2024-04-28,48,7.91,4,Escalated
EMP107,2024-04-03,26,8.23,3,Escalated
EMP125,2024-04-10,47,7.86,6,Escalated
EMP134,2024-06-19,45,7.46,5,Escalated
EMP123,2024-02-21,50,4.18,3,Escalated
EMP129,2024-03-13,42,4.24,0,Resolved
EMP146,2024-02-23,31,4.75,1,Resolved
EMP148,2024-06-22,40,6.68,3,Escalated
EMP115,2024-03-09,58,7.8,6,Escalated
EMP122,2024-04-22,33,4.79,6,Escalated
EMP129,2024-02-17,59,5.25,0,Resolved
EMP145,2024-04-09,59,8.44,1,Resolved
EMP104,2024-04-09,49,8.26,1,Resolved
EMP101,2024-03-04,40,4.38,4,Escalated
EMP121,2024-02-11,53,4.8,1,Resolved
EMP127,2024-04-19,42,8.26,0,Resolved
EMP139,2024-03-16,60,6.5,2,Resolved
EMP122,2024-03-17,56,7.0,1,Resolved
EMP105,2024-01-05,40,7.37,6,Escalated
EMP110,2024-01-11,40,7.32,5,Escalated
EMP110,2024-05-29,48,8.42,1,Resolved
EMP118,2024-04-08,59,4.02,1,Resolved
EMP105,2024-01-31,50,5.85,3,Escalated
EMP121,2024-04-03,52,7.15,0,Resolved
EMP102,2024-06-08,50,6.46,5,Escalated
EMP143,2024-05-21,50,6.85,2,Resolved
EMP133,2024-03-17,27,5.19,3,Escalated
EMP147,2024-03-05,26,7.47,6,Escalated
EMP126,2024-04-04,52,8.06,4,Escalated
EMP109,2024-04-18,50,8.36,5,Escalated
EMP121,2024-06-29,58,4.15,6,Escalated
EMP129,2024-05-29,32,4.33,5,Escalated
EMP144,2024-04-04,49,5.08,6,Escalated
EMP132,2024-01-15,47,5.06,4,Escalated
EMP123,2024-04-29,29,4.68,2,Resolved
EMP141,2024-01-19,56,5.57,4,Escalated
EMP109,2024-05-19,36,6.46,3,Escalated
EMP112,2024-06-19,47,6.24,4,Escalated
EMP127,2024-05-17,58,6.43,4,Escalated
EMP118,2024-03-11,50,4.93,3,Escalated
EMP119,2024-05-16,42,7.21,3,Escalated
EMP112,2024-04-16,60,6.96,1,Resolved
